Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C186026	C65047		Laboratory Test Code	ANDSTRN	Androsterone	A measurement of the androsterone in a biological specimen.	Androsterone Measurement
C91372	C65047		Laboratory Test Code	ANGLBIND	Antiglobulin Test, Indirect; Indirect Coombs Test	A test that uses Coombs' reagent to detect the presence of anti-erythrocyte antibodies in a biological specimen.	Indirect Antiglobulin Test
C81974	C65047		Laboratory Test Code	ANGLOBDR	Antiglobulin Test Polyspecific, Direct; Antiglobulin Test, Direct; Direct Coombs Test	A measurement of the antibody or complement-coated erythrocytes in a biological specimen in vivo.	Direct Antiglobulin Test
C111128	C65047		Laboratory Test Code	ANGPT1	Angiopoietin 1	A measurement of angiopoietin 1 in a biological specimen.	Angiopoietin 1 Measurement
C163421	C65047		Laboratory Test Code	ANGPT2	ANG2; Angiopoietin 2	A measurement of angiopoietin 2 in a biological specimen.	Angiopoietin 2 Measurement
C225594	C65047		Laboratory Test Code	ANGPTL3	ANG-5; Angiopoietin 5; Angiopoietin-Like 3; Angiopoietin-Related Protein 3; ANGPT5	A measurement of the angiopoietin-related protein 3 in a biological specimen.	Angiopoietin-Related Protein 3 Measurement
C225595	C65047		Laboratory Test Code	ANGPTL38	Angiopoietin-Related Protein 3/8 Complex; ANGPTL3/8	A measurement of the angiopoietin-related protein 3 and angiopoietin-related protein 8 complex in a biological specimen.	Angiopoietin-Related Protein 3/8 Complex Measurement
C199911	C65047		Laboratory Test Code	ANGPTL4	Angiopoietin-Like 4; Angiopoietin-Related Protein 4; ARP4; FIAF; Hepatic Angiopoietin-Related Protein; HFARP; PGAR	A measurement of the angiopoietin-related protein 4 in a biological specimen.	Angiopoietin-Related Protein 4 Measurement
C225596	C65047		Laboratory Test Code	ANGPTL8	Angiopoietin-Like 8; Angiopoietin-Related Protein 8; Betatrophin; Lipasin	A measurement of the angiopoietin-related protein 8 in a biological specimen.	Angiopoietin-Related Protein 8 Measurement
C74844	C65047		Laboratory Test Code	ANGTNS1	Angiotensin I	A measurement of the angiotensin I hormone in a biological specimen.	Angiotensin I Measurement
C74845	C65047		Laboratory Test Code	ANGTNS2	Angiotensin II	A measurement of the angiotensin II hormone in a biological specimen.	Angiotensin II Measurement
C74846	C65047		Laboratory Test Code	ANGTNSGN	Angiotensin Precursor; Angiotensinogen	A measurement of the angiotensinogen hormone in a biological specimen.	Angiotensinogen Measurement
C74685	C65047		Laboratory Test Code	ANIONG	Anion Gap	A computed estimate of the unmeasured anions (those other than the chloride and bicarbonate anions) in a biological specimen.	Anion Gap Measurement
C147303	C65047		Laboratory Test Code	ANIONG3	Anion Gap 3	A computed estimate of the unmeasured anions (computed as sodium minus the chloride and bicarbonate) in a biological specimen.	Anion Gap 3 Measurement
C147304	C65047		Laboratory Test Code	ANIONG4	Anion Gap 4	A computed estimate of the unmeasured anions (computed as the difference between the sum of serum sodium + serum potassium and the sum of the serum bicarbonate+ chloride) in a biological specimen.	Anion Gap 4 Measurement
C74797	C65047		Laboratory Test Code	ANISO	Anisocytes; Anisocytosis	A measurement of the variability in the size of the red blood cells in a whole blood specimen.	Anisocyte Measurement
C161354	C65047		Laboratory Test Code	ANISOCHR	Anisochromia	A measurement of the color variation of erythrocytes in a biological specimen.	Anisochromia Measurement
C184568	C65047		Laboratory Test Code	ANLRDN	Anileridine	A measurement of the anileridine in a biological specimen.	Anileridine Measurement
C74886	C65047		Laboratory Test Code	ANP	Atrial Natriuretic Peptide; Atriopeptin	A measurement of the atrial natriuretic peptide in a biological specimen.	Atrial Natriuretic Peptide Measurement
C172523	C65047		Laboratory Test Code	ANPPROMR	Mid-Reg Pro-Atrial Natriuretic Peptide; Mid-Regional Pro-Atrial Natriuretic Peptide; MR-proANP; MRproANP	A measurement of the mid-regional pro-atrial natriuretic peptide in a biological specimen.	Mid-Regional Pro-Atrial Natriuretic Peptide Measurement
C139088	C65047		Laboratory Test Code	ANPPRONT	N-terminal pro-Atrial Natriuretic Peptide; N-Terminal ProA-type Natriuretic Peptide; NT proANP II	A measurement of the N-terminal proA-type natriuretic peptide in a biological specimen.	N-Terminal ProA-type Natriuretic Peptide Measurement
C81958	C65047		Laboratory Test Code	ANTHRMA	Antithrombin Activity; Antithrombin III Activity	A measurement of the antithrombin activity in a biological specimen.	Antithrombin Activity Measurement
C81977	C65047		Laboratory Test Code	ANTHRMAG	Antithrombin; Antithrombin Antigen; Antithrombin III; Antithrombin III Antigen	A measurement of the antithrombin antigen in a biological specimen.	Antithrombin Antigen Measurement
C74691	C65047		Laboratory Test Code	ANTIDPRS	Antidepressants	A measurement of any antidepressant class drug present in a biological specimen.	Antidepressant Measurement
C172525	C65047		Laboratory Test Code	APAPCYS	Acetaminophen Protein Adduct; Acetaminophen-Cysteine Adduct; APAP-CYS; APAP-Protein	A measurement of the acetaminophen-cysteine adducts in a biological specimen.	Acetaminophen-Cysteine Adduct Measurement
C221553	C65047		Laboratory Test Code	APAPGLC	Acetaminophen-Glucuronide Adduct	A measurement of the acetaminophen-glucuronide adducts in a biological specimen.	Acetaminophen-Glucuronide Adduct Measurement
C221552	C65047		Laboratory Test Code	APAPSULF	Acetaminophen-Sulfate Adduct	A measurement of the acetaminophen-sulfate adducts in a biological specimen.	Acetaminophen-Sulfate Adduct Measurement
C161372	C65047		Laboratory Test Code	APLASCPD	APTT-LA Screen to Confirm Percent Difference; PTT-LA Screen to Confirm Pct Difference	A measurement to confirm the presence of Lupus anticoagulants, calculated as [(Screen aPTT - Confirm aPTT)/Screen aPTT]x100.	APTT-LA Screen to Confirm Percent Difference
C103351	C65047		Laboratory Test Code	APLSMA2	Alpha-2 Antiplasmin; Alpha-2 Plasmin Inhibitor	A measurement of the alpha-2 antiplasmin in a biological specimen.	Alpha-2 Antiplasmin Measurement
C122094	C65047		Laboratory Test Code	APLSMA2A	Alpha-2 Antiplasmin Activity	A measurement of the alpha-2 antiplasmin activity in a biological specimen.	Alpha-2 Antiplasmin Activity Measurement
C124337	C65047		Laboratory Test Code	APOA	Apolipoprotein A	A measurement of the total apolipoprotein A in a biological specimen.	Apolipoprotein A Measurement
C74733	C65047		Laboratory Test Code	APOA1	Apolipoprotein A1	A measurement of the apolipoprotein A1 in a biological specimen.	Apolipoprotein A1 Measurement
C82000	C65047		Laboratory Test Code	APOA2	Apolipoprotein AII	A measurement of the apolipoprotein AII in a biological specimen.	Apolipoprotein AII Measurement
C103354	C65047		Laboratory Test Code	APOA4	Apolipoprotein A4	A measurement of the apolipoprotein A4 in a biological specimen.	Apolipoprotein A4 Measurement
C103355	C65047		Laboratory Test Code	APOA5	Apolipoprotein A5	A measurement of the apolipoprotein A5 in a biological specimen.	Apolipoprotein A5 Measurement
C74734	C65047		Laboratory Test Code	APOB	Apolipoprotein B	A measurement of the total apolipoprotein B in a biological specimen.	Apolipoprotein B Measurement
C120628	C65047		Laboratory Test Code	APOB100	Apolipoprotein B100	A measurement of the apolipoprotein B100 in a biological specimen.	Apolipoprotein B100 Measurement
C120629	C65047		Laboratory Test Code	APOB48	Apolipoprotein B48	A measurement of the apolipoprotein B48 in a biological specimen.	Apolipoprotein B48 Measurement
C103356	C65047		Laboratory Test Code	APOBAPA1	Apolipoprotein B/Apolipoprotein A1	A relative measurement (ratio or percentage) of the Apolipoprotein B to Apolipoprotein A1 in a biological specimen.	Apolipoprotein B to Apolipoprotein A1 Ratio Measurement
C120630	C65047		Laboratory Test Code	APOC1	Apolipoprotein CI	A measurement of the apolipoprotein CI in a biological specimen.	Apolipoprotein CI Measurement
C100427	C65047		Laboratory Test Code	APOC2	Apolipoprotein C2; Apolipoprotein CII	A measurement of the apolipoprotein C2 in a biological specimen.	Apolipoprotein C2 Measurement
C82001	C65047		Laboratory Test Code	APOC3	Apolipoprotein CIII	A measurement of the apolipoprotein CIII in a biological specimen.	Apolipoprotein CIII Measurement
C198281	C65047		Laboratory Test Code	APOD	Apolipoprotein D	A measurement of the apolipoprotein D in a biological specimen.	Apolipoprotein D Measurement
C82002	C65047		Laboratory Test Code	APOE	Apolipoprotein E	A measurement of the apolipoprotein E in a biological specimen.	Apolipoprotein E Measurement
C92293	C65047		Laboratory Test Code	APOE4	Apolipoprotein E4	A measurement of the apolipoprotein E4 in a biological specimen.	Apolipoprotein E4 Measurement
C82003	C65047		Laboratory Test Code	APOH	Apolipoprotein H	A measurement of the apolipoprotein H in a biological specimen.	Apolipoprotein H Measurement
C100428	C65047		Laboratory Test Code	APOJ	Apolipoprotein J; Clusterin	A measurement of the apolipoprotein J in a biological specimen.	Apolipoprotein J Measurement
C111130	C65047		Laboratory Test Code	APOJCRT	Apolipoprotein J/Creatinine; Clusterin/Creatinine	A relative measurement (ratio or percentage) of the apolipoprotein J to creatinine in a biological specimen.	Apolipoprotein J to Creatinine Ratio Measurement
C119268	C65047		Laboratory Test Code	APPA	Amyloid Alpha Precursor Protein	A measurement of the amyloid alpha precursor protein present in a biological specimen.	Amyloid Alpha Precursor Protein Measurement
C105438	C65047		Laboratory Test Code	APPB	Amyloid Beta Precursor; Amyloid Beta Precursor Protein; Amyloid Precursor Beta; Amyloid Precursor Protein	A measurement of the amyloid beta precursor protein present in a biological specimen.	Amyloid Beta Precursor Protein Measurement
C179695	C65047		Laboratory Test Code	APPEAR	Specimen Appearance	The outward or visible aspect of a specimen.	Specimen Appearance Assessment
C119269	C65047		Laboratory Test Code	APPT	Total Amyloid Precursor Protein	A measurement of the total amyloid precursor protein present in a biological specimen.	Total Amyloid Precursor Protein Measurement
C184578	C65047		Laboratory Test Code	APRBRBTL	Aprobarbital	A measurement of the aprobarbital in a biological specimen.	Aprobarbital Measurement
C156512	C65047		Laboratory Test Code	APRI	APRI Score; AST to Platelet Ratio Index	A calculation that indicates the likely presence of liver cirrhosis and fibrosis, measured as the relative measurement of aspartate aminotransferase (AST) to AST upper limit of normal, divided by the platelet count, and multiplied by 100.	Aspartate Aminotransferase to Platelet Ratio Index
C111123	C65047		Laboratory Test Code	APRIL	A Proliferation-Inducing Ligand; Soluble CD256; TNFSF13; Tumor Necrosis Factor Ligand Superfamily Member 13	A measurement of the a proliferation-inducing ligand in a biological specimen.	A Proliferation-Inducing Ligand Measurement
C100471	C65047		Laboratory Test Code	APROTCRS	Activated Protein C Resistance; Factor V Leiden Screen	A measurement of the resistance in the anticoagulation response to activated protein C in a biological specimen.	Activated Protein C Resistance Measurement
C209578	C65047		Laboratory Test Code	APSSCORE	Amyloid Probability Score; APS; Plasma Amyloid Probability Score	A probability score representing the estimated likelihood that the patient is amyloid positive on PET imaging.	Amyloid Probability Score
C38462	C65047		Laboratory Test Code	APTT	Activated Partial Thromboplastin Time	A measurement of the length of time that it takes for clotting to occur when activating reagents are added to a biological specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.	Activated Partial Thromboplastin Time
C161369	C65047		Laboratory Test Code	APTTLAAC	APTT-LA Actual/Control; Lupus Anticoagulant Sensitive APTT Actual/Control	A relative measurement (ratio or percentage) of the Lupus anticoagulant sensitive APTT in a subject's specimen when compared to a control specimen.	APTT-LA Actual to Control Ratio Measurement
C102277	C65047		Laboratory Test Code	APTTLAS	APTT-LA; APTTLA; Lupus Anticoagulant Sensitive APTT	A measurement of the length of time that it takes for clotting to occur when a lupus sensitive reagent is added to a plasma specimen.	Lupus Anticoagulant Sensitive APTT Measurement
C98862	C65047		Laboratory Test Code	APTTSTND	Activated Partial Thromboplastin Time/Standard Thromboplastin Time; Activated PTT/Standard; Activated PTT/Standard PTT	A relative measurement (ratio or percentage) of the subject's activated partial thromboplastin time to a standard or control partial thromboplastin time.	Activated PTT/Standard Ratio Measurement
C102259	C65047		Laboratory Test Code	ARA	Arachidonic Acid	A measurement of the arachidonic acid present in a biological specimen.	Arachidonic Acid Measurement
C199888	C65047		Laboratory Test Code	AREG	Amphiregulin; Schwannoma-Derived Growth Factor; SDGF	A measurement of the amphiregulin in a biological specimen.	Amphiregulin Measurement
C122095	C65047		Laboratory Test Code	ARG	Arginine	A measurement of the arginine in a biological specimen.	Arginine Measurement
C154763	C65047		Laboratory Test Code	ARGSAC	Argininosuccinate; Argininosuccinic Acid	A measurement of the argininosuccinic acid in a biological specimen.	Argininosuccinic Acid Measurement
C177974	C65047		Laboratory Test Code	ARPIPZL	Aripiprazole	A measurement of the aripiprazole in a biological specimen.	Aripiprazole Measurement
C124338	C65047		Laboratory Test Code	ARR	Aldosterone/Renin Activity	A relative measurement (ratio) of the aldosterone to renin activity in a biological specimen.	Aldosterone to Renin Activity Ratio Measurement
C147305	C65047		Laboratory Test Code	ARSENIC	Arsenic; As	A measurement of the arsenic in a specimen.	Arsenic Measurement
C177985	C65047		Laboratory Test Code	ASENAPN	Asenapine	A measurement of the asenapine in a biological specimen.	Asenapine Measurement
C163422	C65047		Laboratory Test Code	ASMACT	Alpha-Actin 2; Alpha-SMA; Alpha-Smooth Muscle Actin	A measurement of the alpha-smooth muscle actin in a biological specimen.	Alpha-Smooth Muscle Actin Measurement
C122096	C65047		Laboratory Test Code	ASN	Asparagine	A measurement of the asparagine in a biological specimen.	Asparagine Measurement
C122097	C65047		Laboratory Test Code	ASP	Aspartate; Aspartic Acid	A measurement of the aspartic acid in a biological specimen.	Aspartic Acid Measurement
C92269	C65047		Laboratory Test Code	ASSDNA	Anti-Single Stranded DNA IgG	A measurement of the anti-single stranded DNA IgG antibody in a biological specimen.	Anti-Single Stranded DNA IgG Measurement
C64467	C65047		Laboratory Test Code	AST	Aspartate Aminotransferase; Aspartate Aminotransferase Antigen; SGOT; SGOT Antigen	A measurement of the aspartate aminotransferase in a biological specimen.	Aspartate Aminotransferase Measurement
C176297	C65047		Laboratory Test Code	ASTALT	AST/ALT	A relative measurement (ratio or percentage) of the aspartate aminotransferase (AST) to alanine aminotransferase (ALT) present in a sample.	Aspartate Aminotransferase to Alanine Aminotransferase Ratio Measurement
C201427	C65047		Laboratory Test Code	ASTC	Aspartate Aminotransferase Isoenzyme C; Aspartate Aminotransferase Isoenzyme Cytoplasmic; C-AST; cAspAT; Cytoplasmic Isoenzyme of Aspartate Aminotransferase; SGOT Isoenzyme C	A measurement of the aspartate aminotransferase isoenzyme C in a biological specimen.	Aspartate Aminotransferase Isoenzyme C Measurement
C158225	C65047		Laboratory Test Code	ASTCK	Aspartate Aminotransferase/CPK; Aspartate Aminotransferase/Creatine Kinase; AST/Creatine Kinase	A relative measurement (ratio) of the aspartate aminotransferase to creatine kinase in a biological specimen.	Aspartate Aminotransferase to Creatine Kinase Ratio Measurement
